user_id,gender,age,country,subscription_type,listening_time,songs_played_per_day,skip_rate,device_type,ads_listened_per_week,offline_listening,is_churned
4418,0,28,4,0,249,78,0.24,2,0,1,0
4419,2,43,7,0,177,66,0.24,0,0,1,0
4420,2,49,7,3,101,39,0.39,0,0,1,0
4421,0,23,0,3,84,23,0.04,2,0,1,0
4422,0,49,5,0,255,88,0.44,2,0,1,0
4423,0,23,1,1,234,87,0.27,0,25,0,0
4424,2,46,2,3,149,83,0.56,0,0,1,1
4425,1,53,4,1,289,55,0.25,0,46,0,0
4426,1,17,5,3,266,28,0.47,0,0,1,1
4427,2,35,5,0,214,29,0.27,1,0,1,0
4428,1,48,4,0,176,65,0.11,1,0,1,0
4429,0,22,6,2,36,32,0.44,2,0,1,0
4430,1,22,4,1,291,43,0.14,0,7,0,1
4431,2,30,0,2,176,68,0.56,1,0,1,0
4432,0,17,4,3,108,17,0.17,1,0,1,0
4433,1,58,2,0,232,15,0.01,1,0,1,0
4434,0,58,2,3,13,78,0.43,1,0,1,0
4435,2,26,7,0,279,39,0.45,2,0,1,0
4436,2,39,4,0,45,47,0.53,1,0,1,0
4437,1,52,1,1,153,97,0.39,0,48,0,0
4438,1,34,4,1,203,56,0.04,2,19,0,0
4439,2,31,7,0,258,75,0.38,0,0,1,0
4440,1,21,6,2,279,45,0.16,2,0,1,0
4441,2,57,7,1,106,47,0.4,2,20,0,1
4442,1,33,2,2,101,72,0.19,1,0,1,0
4443,0,31,7,2,23,76,0.55,0,0,1,0
4444,1,17,0,3,85,66,0.49,2,0,1,0
4445,0,19,1,1,150,20,0.34,1,39,0,0
4446,2,56,5,0,12,66,0.56,2,0,1,1
4447,0,52,1,0,38,85,0.23,2,0,1,1
4448,2,48,2,3,44,68,0.2,2,0,1,0
4449,2,58,0,0,75,20,0.05,2,0,1,0
4450,2,22,5,0,161,78,0.29,0,0,1,1
4451,1,22,7,3,66,52,0.52,0,0,1,1
4452,1,16,0,1,60,9,0.6,0,39,0,0
4453,0,55,5,1,179,44,0.3,2,20,0,0
4454,0,42,5,3,224,63,0.32,2,0,1,1
4455,1,54,6,2,225,24,0.53,0,0,1,0
4456,2,52,4,0,74,79,0.26,0,0,1,0
4457,0,39,5,2,226,71,0.02,1,0,1,0
4458,0,55,1,1,285,30,0.33,1,27,0,0
4459,1,26,2,0,275,19,0.17,0,0,1,0
4460,1,52,7,0,247,11,0.04,2,0,1,1
4461,2,34,2,3,153,82,0.47,0,0,1,0
4462,2,16,4,1,296,77,0.1,2,22,0,0
4463,0,31,6,3,129,97,0.21,0,0,1,0
4464,2,47,7,1,283,24,0.15,2,28,0,0
4465,2,30,0,0,79,67,0.22,0,0,1,1
4466,0,50,4,0,282,19,0.38,0,0,1,1
4467,0,30,4,1,159,57,0.46,0,15,0,0
4468,1,20,0,3,147,41,0.19,1,0,1,0
4469,1,29,5,1,92,96,0.08,2,43,0,0
4470,1,26,3,1,86,65,0.0,0,32,0,0
4471,2,45,0,1,209,81,0.26,1,26,0,1
4472,1,21,0,2,157,64,0.4,1,0,1,1
4473,2,17,7,3,224,5,0.25,2,0,1,0
4474,1,34,1,3,278,28,0.25,0,0,1,0
4475,2,41,6,3,183,66,0.4,2,0,1,0
4476,2,47,3,1,135,28,0.32,0,34,0,0
4477,2,21,7,3,36,1,0.02,1,0,1,0
4478,0,44,1,1,209,34,0.44,1,19,0,0
4479,2,32,2,0,159,88,0.31,1,0,1,0
4480,1,30,4,1,204,97,0.31,2,9,0,0
4481,1,19,2,3,235,86,0.36,0,0,1,0
4482,0,33,6,2,115,30,0.58,0,0,1,1
4483,2,43,1,1,201,37,0.19,2,49,0,0
4484,1,52,6,2,46,75,0.07,2,0,1,0
4485,1,21,3,0,83,67,0.39,2,0,1,1
4486,1,55,0,3,98,70,0.07,0,0,1,0
4487,1,59,2,2,251,21,0.02,2,0,1,0
4488,1,19,1,2,241,20,0.03,1,0,1,0
4489,0,36,6,1,276,29,0.56,2,47,0,0
4490,0,33,4,2,41,90,0.56,0,0,1,0
4491,2,57,2,3,57,42,0.37,0,0,1,1
4492,1,51,2,0,296,31,0.49,1,0,1,0
4493,1,51,5,3,223,55,0.42,0,0,1,0
4494,1,55,4,2,273,66,0.05,1,0,1,1
4495,1,30,0,1,150,9,0.05,2,40,0,0
4496,1,41,5,1,20,84,0.52,1,17,0,1
4497,1,54,4,3,51,60,0.18,1,0,1,0
4498,0,49,4,2,25,6,0.34,2,0,1,0
4499,1,27,2,1,297,18,0.15,0,41,0,0
4500,0,55,2,3,235,72,0.55,1,0,1,0
4501,1,56,0,0,117,9,0.56,2,0,1,0
4502,0,45,7,0,77,92,0.12,1,0,1,0
4503,0,46,5,1,296,52,0.33,1,31,0,0
4504,2,31,4,2,65,51,0.19,2,0,1,0
4505,0,33,5,2,133,11,0.43,1,0,1,1
4506,1,20,5,2,107,85,0.1,1,0,1,0
4507,0,26,7,0,75,73,0.5,2,0,1,1
4508,0,46,5,1,225,18,0.0,2,48,0,0
4509,2,31,6,3,147,27,0.24,0,0,1,0
4510,1,36,0,1,34,24,0.35,0,23,0,0
4511,1,24,1,2,267,54,0.02,1,0,1,1
4512,2,51,6,1,97,36,0.25,0,10,0,0
4513,2,29,4,1,254,81,0.59,1,27,0,0
4514,2,33,7,3,253,30,0.07,1,0,1,0
4515,0,46,4,2,182,20,0.47,0,0,1,0
4516,2,23,4,1,27,95,0.4,1,47,0,0
4517,2,19,0,0,51,76,0.04,0,0,1,0
4518,1,33,7,2,149,36,0.32,1,0,1,0
4519,2,24,3,1,271,7,0.12,0,48,0,0
4520,1,16,5,2,289,42,0.15,1,0,1,0
4521,2,28,1,3,293,40,0.25,1,0,1,0
4522,0,58,7,1,257,56,0.25,1,24,0,0
4523,2,52,4,1,63,99,0.41,0,15,0,0
4524,2,58,2,1,22,74,0.25,1,20,0,1
4525,1,57,5,1,230,65,0.49,0,15,0,1
4526,2,18,5,2,155,79,0.32,1,0,1,0
4527,1,42,0,0,193,24,0.56,2,0,1,0
4528,0,32,1,0,65,88,0.06,2,0,1,0
4529,1,40,3,0,29,20,0.57,2,0,1,0
4530,1,53,4,0,265,14,0.39,1,0,1,0
4531,1,25,4,2,43,6,0.09,0,0,1,1
4532,0,23,6,3,98,33,0.13,2,0,1,0
4533,1,40,1,1,86,18,0.31,1,48,0,0
4534,2,25,5,3,34,91,0.11,0,0,1,0
4535,2,49,0,3,113,42,0.32,0,0,1,0
4536,0,28,2,1,255,68,0.1,1,45,0,1
4537,2,59,1,0,38,30,0.15,2,0,1,0
4538,2,51,7,2,209,12,0.27,0,0,1,0
4539,0,40,0,1,35,43,0.12,1,38,0,0
4540,2,19,6,0,65,14,0.07,1,0,1,0
4541,1,33,2,1,219,55,0.52,2,7,0,0
4542,0,21,3,2,103,82,0.37,2,0,1,1
4543,0,17,6,1,204,6,0.49,2,44,0,0
4544,0,38,3,1,42,31,0.51,1,15,0,0
4545,1,35,4,0,194,76,0.12,0,0,1,0
4546,0,30,1,0,32,35,0.31,0,0,1,0
4547,2,37,2,2,22,91,0.3,0,0,1,0
4548,2,42,2,0,74,97,0.02,0,0,1,0
4549,1,26,6,1,233,69,0.42,0,16,0,0
4550,2,24,1,1,88,72,0.3,2,41,0,0
4551,1,45,0,2,52,74,0.54,0,0,1,1
4552,0,23,3,3,232,30,0.52,1,0,1,0
4553,2,56,4,3,221,72,0.3,0,0,1,0
4554,2,39,6,2,239,39,0.1,1,0,1,0
4555,2,49,2,0,105,99,0.01,2,0,1,0
4556,2,20,4,0,186,26,0.41,0,0,1,0
4557,0,24,1,2,205,86,0.21,1,0,1,0
4558,2,56,3,2,249,96,0.19,0,0,1,1
4559,0,23,6,0,242,2,0.34,1,0,1,0
4560,0,54,3,0,108,65,0.26,2,0,1,0
4561,1,19,2,3,179,61,0.19,1,0,1,1
4562,0,32,5,2,106,94,0.07,0,0,1,0
4563,2,31,3,3,11,61,0.0,2,0,1,0
4564,1,32,3,0,116,77,0.57,1,0,1,0
4565,2,29,6,2,42,51,0.6,1,0,1,0
4566,1,36,6,1,192,45,0.35,2,37,0,1
4567,0,30,6,0,96,10,0.39,0,0,1,0
4568,2,51,2,2,279,13,0.22,2,0,1,1
4569,2,23,7,0,105,15,0.49,0,0,1,1
4570,2,55,5,0,204,10,0.12,0,0,1,0
4571,1,48,5,0,174,99,0.39,2,0,1,0
4572,2,19,0,2,125,95,0.57,0,0,1,1
4573,2,44,3,1,241,42,0.19,1,33,0,1
4574,1,59,2,0,195,21,0.54,0,0,1,0
4575,0,39,1,1,68,43,0.1,1,5,0,1
4576,1,59,3,2,187,79,0.31,1,0,1,1
4577,2,45,0,0,61,95,0.29,2,0,1,1
4578,1,39,1,3,112,53,0.27,1,0,1,0
4579,2,31,7,2,103,44,0.52,0,0,1,0
4580,0,51,5,3,126,22,0.58,1,0,1,0
4581,1,18,6,2,276,22,0.18,1,0,1,0
4582,0,58,2,2,225,82,0.06,0,0,1,0
4583,0,35,6,1,227,82,0.59,0,7,0,1
4584,2,45,7,1,181,87,0.57,1,40,0,0
4585,2,44,4,3,255,74,0.43,0,0,1,0
4586,0,20,7,2,112,45,0.55,2,0,1,0
4587,0,48,0,1,29,99,0.4,0,20,0,0
4588,0,50,3,2,129,25,0.34,1,0,1,0
4589,2,48,7,1,107,6,0.06,2,45,0,0
4590,0,46,0,2,281,72,0.11,2,0,1,1
4591,2,23,2,0,28,87,0.39,0,0,1,0
4592,1,40,2,3,132,39,0.09,0,0,1,0
4593,1,27,7,2,274,17,0.24,0,0,1,1
4594,2,36,3,0,205,60,0.43,1,0,1,0
4595,1,56,6,3,190,94,0.44,2,0,1,0
4596,1,43,5,0,163,36,0.28,0,0,1,0
4597,2,18,2,3,143,93,0.59,0,0,1,0
4598,1,23,6,1,20,90,0.01,2,44,0,1
4599,1,55,3,2,234,75,0.54,2,0,1,0
4600,0,44,2,0,59,6,0.57,0,0,1,1
4601,1,42,0,0,172,28,0.56,1,0,1,0
4602,0,17,3,3,206,61,0.1,1,0,1,1
4603,2,36,4,2,226,24,0.08,0,0,1,1
4604,0,44,3,0,41,46,0.25,1,0,1,0
4605,1,20,0,3,215,71,0.56,1,0,1,0
4606,2,55,6,3,108,66,0.35,2,0,1,0
4607,2,28,5,1,108,68,0.0,0,21,0,1
4608,0,35,3,2,283,39,0.12,1,0,1,0
4609,1,30,7,0,36,6,0.06,2,0,1,1
4610,0,59,5,3,276,23,0.45,0,0,1,1
4611,1,47,3,2,73,59,0.42,1,0,1,0
4612,2,46,3,1,10,41,0.52,0,20,0,1
4613,1,37,5,0,110,38,0.57,2,0,1,1
4614,0,52,7,0,177,83,0.45,0,0,1,0
4615,2,23,2,1,155,88,0.34,2,9,0,0
4616,0,54,6,1,33,61,0.59,1,29,0,1
4617,0,49,1,1,121,19,0.24,2,46,0,0
4618,1,53,4,0,205,60,0.37,0,0,1,0
4619,0,29,3,1,114,32,0.1,2,12,0,0
4620,2,33,0,0,50,79,0.14,0,0,1,1
4621,1,58,6,2,145,15,0.32,2,0,1,0
4622,0,47,0,3,137,70,0.1,1,0,1,0
4623,1,22,5,0,265,30,0.36,1,0,1,0
4624,2,36,1,1,106,30,0.47,0,35,0,0
4625,2,40,2,2,176,16,0.18,2,0,1,0
4626,2,28,2,0,32,92,0.37,1,0,1,1
4627,0,35,0,3,161,95,0.53,2,0,1,0
4628,1,51,7,2,85,90,0.33,2,0,1,1
4629,0,43,0,2,216,55,0.5,1,0,1,0
4630,1,21,7,3,40,99,0.51,0,0,1,1
4631,2,53,4,3,270,7,0.41,0,0,1,0
4632,1,57,0,3,237,29,0.56,1,0,1,0
4633,1,27,1,1,61,63,0.11,2,13,0,0
4634,0,34,1,3,189,94,0.29,1,0,1,0
4635,1,47,4,1,287,80,0.43,2,24,0,1
4636,1,38,7,3,107,80,0.5,0,0,1,0
4637,1,21,4,1,121,15,0.01,2,17,0,0
4638,1,17,1,2,264,61,0.51,0,0,1,0
4639,1,52,6,1,253,43,0.41,0,43,0,0
4640,0,31,0,1,159,52,0.0,1,41,0,1
4641,2,28,0,1,26,36,0.47,0,35,0,0
4642,0,21,6,0,40,61,0.06,0,0,1,0
4643,0,52,5,0,64,85,0.17,1,0,1,0
4644,2,22,4,3,241,40,0.31,1,0,1,1
4645,0,50,7,2,289,16,0.31,0,0,1,0
4646,2,23,4,0,292,74,0.35,0,0,1,0
4647,2,36,6,2,226,2,0.13,1,0,1,1
4648,2,46,4,1,238,29,0.45,1,26,0,0
4649,0,51,5,3,128,40,0.41,0,0,1,0
4650,1,50,3,1,184,30,0.01,2,39,0,0
4651,0,33,0,3,66,53,0.03,2,0,1,0
4652,2,28,4,3,53,8,0.53,2,0,1,0
4653,1,44,2,3,180,39,0.51,1,0,1,1
4654,0,37,3,2,110,1,0.05,0,0,1,0
4655,2,31,6,0,212,24,0.44,1,0,1,0
4656,2,49,6,1,78,22,0.48,1,48,0,1
4657,2,16,7,1,278,77,0.47,0,32,0,0
4658,2,31,3,1,170,16,0.16,1,45,0,1
4659,1,44,1,3,210,29,0.29,0,0,1,0
4660,1,48,6,3,99,12,0.57,0,0,1,0
4661,2,53,2,2,65,47,0.43,0,0,1,0
4662,2,48,7,3,138,38,0.59,0,0,1,0
4663,0,47,4,2,47,71,0.43,0,0,1,0
4664,1,18,3,0,152,57,0.38,2,0,1,0
4665,0,48,1,0,96,86,0.32,1,0,1,0
4666,0,22,4,0,261,32,0.31,2,0,1,0
4667,1,35,6,3,156,63,0.45,0,0,1,0
4668,1,42,4,1,268,64,0.22,1,44,0,0
4669,0,31,3,2,246,92,0.3,2,0,1,0
4670,0,32,0,3,243,79,0.36,0,0,1,1
4671,1,37,2,1,218,76,0.44,0,46,0,1
4672,1,24,0,0,68,27,0.54,2,0,1,0
4673,2,19,2,0,16,48,0.45,0,0,1,0
4674,2,38,2,3,89,86,0.12,2,0,1,0
4675,2,44,3,1,11,82,0.37,1,36,0,1
4676,2,48,0,0,169,93,0.15,2,0,1,0
4677,0,56,7,1,225,53,0.27,0,47,0,0
4678,2,30,1,3,21,67,0.37,2,0,1,0
4679,1,17,2,3,164,18,0.13,1,0,1,0
4680,0,28,3,1,240,28,0.22,2,16,0,0
4681,2,32,7,0,58,97,0.27,1,0,1,1
4682,2,24,4,0,243,64,0.1,0,0,1,0
4683,2,26,6,3,133,91,0.14,0,0,1,1
4684,0,22,0,0,201,43,0.11,0,0,1,0
4685,2,27,2,2,291,11,0.51,2,0,1,1
4686,0,50,6,2,291,18,0.55,1,0,1,0
4687,1,37,2,3,96,23,0.36,1,0,1,0
4688,1,49,3,0,34,93,0.37,1,0,1,0
4689,1,48,7,3,33,52,0.43,2,0,1,1
4690,0,45,0,3,166,59,0.56,0,0,1,0
4691,2,58,3,0,297,56,0.53,0,0,1,1
4692,2,35,7,2,204,40,0.17,1,0,1,0
4693,1,36,3,2,182,81,0.26,0,0,1,0
4694,0,33,4,0,102,18,0.09,2,0,1,0
4695,1,28,0,2,119,25,0.52,1,0,1,0
4696,1,32,4,0,274,62,0.51,1,0,1,1
4697,1,34,4,0,177,11,0.34,2,0,1,0
4698,2,20,3,0,163,96,0.11,1,0,1,0
4699,2,58,6,2,103,54,0.28,1,0,1,1
4700,2,30,4,3,136,16,0.22,1,0,1,0
4701,0,33,7,2,266,45,0.39,1,0,1,1
4702,2,34,0,0,29,43,0.53,2,0,1,0
4703,1,20,4,1,266,36,0.46,0,34,0,0
4704,0,39,5,1,172,58,0.45,0,12,0,0
4705,1,28,5,0,33,28,0.18,2,0,1,1
4706,2,32,3,1,110,50,0.01,1,13,0,0
4707,1,48,1,2,69,79,0.45,2,0,1,0
4708,1,49,2,1,191,48,0.03,1,36,0,1
4709,1,59,0,2,229,96,0.35,0,0,1,0
4710,2,21,0,2,286,5,0.31,1,0,1,0
4711,0,18,2,0,158,89,0.26,0,0,1,0
4712,1,55,3,3,136,64,0.28,2,0,1,1
4713,2,48,7,3,102,51,0.36,2,0,1,0
4714,1,17,7,3,227,41,0.47,0,0,1,0
4715,0,36,6,2,40,37,0.52,1,0,1,0
4716,0,27,6,1,138,40,0.28,2,27,0,0
4717,2,48,3,3,251,11,0.24,0,0,1,0
4718,0,20,4,2,174,70,0.32,1,0,1,0
4719,2,49,4,1,23,7,0.43,1,40,0,0
4720,0,22,3,3,280,10,0.32,0,0,1,0
4721,2,54,3,2,242,23,0.15,0,0,1,0
4722,0,55,4,2,28,33,0.23,2,0,1,1
4723,1,25,2,0,173,71,0.38,0,0,1,0
4724,0,36,0,0,108,57,0.35,0,0,1,0
4725,0,32,6,1,161,20,0.01,0,16,0,1
4726,2,33,0,3,204,88,0.13,0,0,1,0
4727,2,58,7,0,208,68,0.19,0,0,1,1
4728,1,32,2,3,157,43,0.26,2,0,1,0
4729,1,41,3,3,273,57,0.46,0,0,1,1
4730,0,39,3,1,251,3,0.27,0,9,0,1
4731,0,29,7,2,215,38,0.55,2,0,1,1
4732,0,42,3,2,206,47,0.35,2,0,1,0
4733,1,56,3,3,162,29,0.32,2,0,1,1
4734,0,29,2,1,254,30,0.4,1,7,0,0
4735,2,48,3,1,171,56,0.41,2,20,0,0
4736,2,24,6,2,131,38,0.27,1,0,1,0
4737,2,44,0,3,250,21,0.48,0,0,1,0
4738,1,21,3,1,37,55,0.29,2,36,0,0
4739,1,44,2,2,263,36,0.14,1,0,1,0
4740,0,25,7,0,123,20,0.2,0,0,1,1
4741,1,56,7,2,294,99,0.01,0,0,1,0
4742,2,46,5,3,150,77,0.5,1,0,1,0
4743,1,47,3,0,248,23,0.35,0,0,1,0
4744,0,18,7,2,221,99,0.15,2,0,1,0
4745,0,21,2,1,167,48,0.21,2,32,0,0
4746,1,56,3,1,242,85,0.1,1,21,0,0
4747,0,56,1,3,295,26,0.53,1,0,1,0
4748,1,21,3,2,282,21,0.02,2,0,1,0
4749,0,48,0,1,31,46,0.08,2,47,0,1
4750,0,59,5,3,71,45,0.22,2,0,1,0
4751,0,37,0,3,10,90,0.09,0,0,1,0
4752,0,44,5,2,269,9,0.44,1,0,1,0
4753,2,20,7,2,105,80,0.4,1,0,1,0
4754,2,50,2,3,98,4,0.52,1,0,1,0
4755,0,22,6,1,97,62,0.33,2,45,0,1
4756,1,47,1,1,52,43,0.04,0,48,0,0
4757,0,37,5,1,242,23,0.56,2,21,0,0
4758,0,48,2,1,44,56,0.5,0,26,0,0
4759,1,22,0,1,180,23,0.0,1,9,0,0
4760,0,58,1,1,255,90,0.0,1,8,0,0
4761,1,32,4,0,65,25,0.02,2,0,1,1
4762,1,21,3,3,131,55,0.21,2,0,1,0
4763,2,28,0,0,98,25,0.59,0,0,1,1
4764,1,46,4,1,116,10,0.54,1,20,0,1
4765,2,43,0,3,256,4,0.42,0,0,1,0
4766,1,22,1,0,169,41,0.47,1,0,1,0
4767,0,58,4,3,99,12,0.51,1,0,1,1
4768,2,16,2,0,110,24,0.45,1,0,1,0
4769,0,55,0,3,178,86,0.24,2,0,1,0
4770,2,47,2,1,104,39,0.21,0,13,0,0
4771,2,31,3,3,79,57,0.47,2,0,1,0
4772,0,58,5,0,70,54,0.1,1,0,1,1
4773,0,44,2,0,199,90,0.53,0,0,1,0
4774,0,37,5,3,262,30,0.42,0,0,1,0
4775,1,23,2,3,294,27,0.37,0,0,1,1
4776,0,50,1,1,74,80,0.59,0,25,0,0
4777,2,47,4,0,45,95,0.43,2,0,1,0
4778,1,50,0,2,131,27,0.57,2,0,1,0
4779,0,43,5,2,165,14,0.06,0,0,1,1
4780,2,46,4,0,27,26,0.22,0,0,1,0
4781,1,36,3,2,199,97,0.52,0,0,1,0
4782,1,41,5,3,107,59,0.4,0,0,1,0
4783,0,39,1,3,49,84,0.3,2,0,1,0
4784,1,50,5,2,265,77,0.44,1,0,1,0
4785,0,22,7,3,106,76,0.07,0,0,1,0
4786,2,49,7,3,103,34,0.18,2,0,1,0
4787,2,59,4,1,224,92,0.36,2,10,0,0
4788,0,57,2,0,243,42,0.32,0,0,1,0
4789,1,34,0,1,17,82,0.48,0,19,0,0
4790,2,51,6,2,173,61,0.35,2,0,1,1
4791,2,46,3,2,97,56,0.26,0,0,1,0
4792,1,22,3,1,162,44,0.01,1,15,0,0
4793,2,52,2,1,147,9,0.11,2,21,0,0
4794,0,50,7,3,27,55,0.08,1,0,1,0
4795,1,27,7,1,88,52,0.1,2,10,0,0
4796,1,38,1,3,294,55,0.31,0,0,1,0
4797,1,59,0,0,235,46,0.3,1,0,1,1
4798,2,45,0,3,296,5,0.39,1,0,1,1
4799,2,31,6,2,249,86,0.57,2,0,1,0
4800,1,22,5,0,197,85,0.03,1,0,1,0
4801,2,24,5,2,221,67,0.58,1,0,1,0
4802,0,44,3,1,46,20,0.23,0,32,0,0
4803,0,59,7,3,18,95,0.46,0,0,1,0
4804,2,34,3,2,105,24,0.58,1,0,1,0
4805,1,28,7,3,256,84,0.21,1,0,1,0
4806,2,40,6,1,253,55,0.09,2,25,0,0
4807,0,33,1,1,27,66,0.4,0,28,0,1
4808,2,27,3,3,224,88,0.01,1,0,1,0
4809,2,56,2,3,24,29,0.16,2,0,1,0
4810,1,26,7,1,102,2,0.04,0,19,0,0
4811,0,54,3,2,231,41,0.15,1,0,1,0
4812,0,32,0,0,275,95,0.1,2,0,1,0
4813,0,26,5,1,70,7,0.5,0,30,0,0
4814,1,45,0,1,247,79,0.06,2,13,0,0
4815,0,58,1,1,290,49,0.14,1,44,0,1
4816,1,32,5,0,50,80,0.07,0,0,1,0
4817,1,40,3,0,50,39,0.2,1,0,1,0
4818,2,44,2,3,254,33,0.04,2,0,1,1
4819,1,17,6,3,166,53,0.32,0,0,1,0
4820,2,29,1,1,262,28,0.4,0,9,0,0
4821,0,47,3,2,208,48,0.38,1,0,1,1
4822,0,24,6,0,36,47,0.08,0,0,1,0
4823,1,59,0,3,207,9,0.06,1,0,1,0
4824,2,21,1,1,281,84,0.34,1,5,0,0
4825,0,17,3,3,50,19,0.32,0,0,1,0
4826,1,42,6,3,80,71,0.34,0,0,1,1
4827,0,24,4,2,17,88,0.0,0,0,1,0
4828,1,28,5,0,267,64,0.02,0,0,1,1
4829,0,26,3,0,126,41,0.2,1,0,1,0
4830,1,50,4,1,53,5,0.36,1,11,0,1
4831,1,21,7,1,113,70,0.07,2,9,0,0
4832,2,51,5,3,165,43,0.39,2,0,1,1
4833,1,30,0,2,43,99,0.51,2,0,1,0
4834,2,48,7,0,243,65,0.23,2,0,1,0
4835,0,19,6,2,192,79,0.22,2,0,1,0
4836,2,53,0,3,151,22,0.54,1,0,1,1
4837,1,30,6,0,23,55,0.12,1,0,1,0
4838,0,16,3,0,188,95,0.25,0,0,1,0
4839,1,39,3,2,125,43,0.42,1,0,1,1
4840,2,51,0,2,264,94,0.49,1,0,1,1
4841,1,33,1,1,253,67,0.54,1,34,0,0
4842,1,34,3,3,48,87,0.04,2,0,1,0
4843,1,41,1,0,17,95,0.23,1,0,1,0
4844,2,57,7,3,76,92,0.51,1,0,1,0
4845,1,24,0,1,239,37,0.27,0,36,0,1
4846,1,24,4,2,98,36,0.29,0,0,1,0
4847,2,26,0,1,229,61,0.29,0,15,0,0
4848,2,17,2,0,296,80,0.02,1,0,1,0
4849,0,26,1,0,235,51,0.08,1,0,1,0
4850,1,45,4,2,49,96,0.14,0,0,1,1
4851,0,49,4,3,221,82,0.59,1,0,1,1
4852,1,48,2,0,103,80,0.24,0,0,1,0
4853,1,18,2,2,72,11,0.46,2,0,1,1
4854,2,23,4,1,256,3,0.38,1,11,0,0
4855,0,45,4,0,18,79,0.3,1,0,1,0
4856,2,58,4,3,204,98,0.09,2,0,1,0
4857,1,28,1,2,22,59,0.22,2,0,1,0
4858,1,48,6,0,68,35,0.29,2,0,1,0
4859,1,18,7,3,23,58,0.5,0,0,1,0
4860,1,47,6,1,75,72,0.0,0,38,0,0
4861,0,48,5,0,131,45,0.29,2,0,1,0
4862,1,22,7,3,42,78,0.26,2,0,1,0
4863,1,38,0,2,96,90,0.07,0,0,1,0
4864,1,24,7,1,114,88,0.35,1,33,0,0
4865,0,26,5,3,12,97,0.14,2,0,1,1
4866,2,40,7,2,295,82,0.41,2,0,1,1
4867,1,53,6,0,79,25,0.39,0,0,1,0
4868,1,21,6,1,41,32,0.46,0,44,0,0
4869,1,39,7,0,273,10,0.53,2,0,1,0
4870,0,52,5,0,241,20,0.0,1,0,1,0
4871,2,40,6,0,242,18,0.37,0,0,1,0
4872,2,52,5,1,149,6,0.39,2,47,0,0
4873,2,17,1,0,232,88,0.22,0,0,1,1
4874,2,19,1,0,286,67,0.16,0,0,1,0
4875,0,16,1,0,12,98,0.22,0,0,1,0
4876,2,46,7,0,231,72,0.25,0,0,1,0
4877,0,29,7,1,49,30,0.34,0,10,0,0
4878,0,26,0,2,237,33,0.16,1,0,1,0
4879,1,27,4,3,284,76,0.41,1,0,1,1
4880,2,57,1,2,109,69,0.3,1,0,1,0
4881,0,20,0,2,156,49,0.36,2,0,1,0
4882,1,36,2,3,123,62,0.05,2,0,1,1
4883,2,32,4,2,87,48,0.07,2,0,1,0
4884,1,47,5,0,59,53,0.37,2,0,1,0
4885,1,25,6,3,170,97,0.31,0,0,1,0
4886,0,36,7,0,190,49,0.15,0,0,1,0
4887,1,22,2,1,170,10,0.19,2,16,0,0
4888,2,58,5,3,71,11,0.58,2,0,1,0
4889,1,50,4,2,213,16,0.49,1,0,1,0
4890,0,20,0,2,115,74,0.12,0,0,1,0
4891,1,20,6,2,99,58,0.17,0,0,1,1
4892,1,53,1,2,14,47,0.08,0,0,1,0
4893,0,22,7,3,211,19,0.24,1,0,1,1
4894,2,58,3,2,17,17,0.21,1,0,1,1
4895,1,28,7,0,122,36,0.04,2,0,1,1
4896,0,37,5,3,263,20,0.3,1,0,1,1
4897,1,57,5,3,162,41,0.56,1,0,1,0
4898,1,29,5,1,81,90,0.29,0,8,0,0
4899,0,32,2,1,223,31,0.01,0,40,0,0
4900,1,37,3,0,209,37,0.02,1,0,1,0
4901,2,17,4,0,90,1,0.07,0,0,1,0
4902,2,35,6,3,162,61,0.13,0,0,1,1
4903,0,52,4,0,117,42,0.06,0,0,1,0
4904,1,50,7,2,191,46,0.28,2,0,1,0
4905,1,23,3,0,215,98,0.21,0,0,1,0
4906,0,50,3,1,239,76,0.3,2,11,0,0
4907,1,51,0,1,37,87,0.44,2,48,0,0
4908,0,59,7,0,179,54,0.17,0,0,1,0
4909,2,39,2,3,215,48,0.07,0,0,1,1
4910,0,39,7,3,255,8,0.42,1,0,1,0
4911,1,37,3,2,94,76,0.58,2,0,1,0
4912,2,42,0,2,280,84,0.56,1,0,1,1
4913,2,57,3,1,186,30,0.03,2,49,0,1
4914,1,16,2,2,66,39,0.15,0,0,1,0
4915,0,52,1,0,232,22,0.51,0,0,1,1
4916,2,41,1,1,246,25,0.29,1,21,0,0
4917,1,19,4,1,67,9,0.43,1,10,0,1
4918,1,58,0,2,269,67,0.58,2,0,1,0
4919,1,21,6,1,235,9,0.3,0,15,0,1
4920,2,45,1,0,99,96,0.47,1,0,1,1
4921,1,42,4,0,281,69,0.08,0,0,1,0
4922,0,20,5,1,95,67,0.25,1,17,0,0
4923,0,33,7,2,105,30,0.43,0,0,1,1
4924,2,42,0,0,241,69,0.34,2,0,1,0
4925,1,49,0,3,265,31,0.56,0,0,1,0
4926,1,40,7,1,30,4,0.16,0,16,0,0
4927,0,44,1,3,77,52,0.01,0,0,1,0
4928,2,28,0,3,115,22,0.48,0,0,1,1
4929,2,48,4,2,205,51,0.19,1,0,1,1
4930,0,35,6,0,199,33,0.59,1,0,1,0
4931,2,54,2,0,200,48,0.34,1,0,1,0
4932,1,38,4,2,210,4,0.41,2,0,1,0
4933,0,47,7,1,139,31,0.05,1,44,0,1
